Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD)
2016,09,1000 100,12079990,--OTHER,Israel,,,"19,497.90","18,540.00","761,738.19","34,891.38"
2016,09,3052 505,61051000,"-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",United States,"31,605",UN,"11,121.16","10,555.16","741,874.15","33,981.51"
2016,09,3052 505,61013000,"-MEN'S OR BOYS' COATS, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED",Italy,"2,085",UN,856.29,613.09,"735,980.74","33,711.56"
2016,09,1000 100,07129090,---Other vegetables,Netherlands,,,"19,866.21","14,708.74","733,125.07","33,580.76"
2016,09,1000 100,07129090,---Other vegetables,United Kingdom,,,"17,739.66","13,041.30","713,641.30","32,688.31"
2016,09,1000 100,39233010,---BOTTLE PERFORMS OF PLASTICS,Somalia,"660,000",UN,"18,391.32","18,289.60","712,430.70","32,632.85"
2016,09,3052 505,61082900,"--WOMEN'S OR GIRLS' BRIEFS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",Germany,"1,839",UN,"1,488.65","1,315.42","707,221.70","32,394.26"
2016,09,3052 505,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United States,"4,018",UN,"12,171.90","10,986.90","703,215.39","32,210.75"
2016,09,3052 505,61051000,"-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",Japan,"2,393",UN,"2,646.00","2,394.00","701,347.49","32,125.19"
2016,09,3052 505,62063000,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON.",Japan,"2,306",UN,"2,582.50","2,306.50","701,347.49","32,125.19"
2016,09,3052 506,42032900,--other,"Korea, Republic of","25,157",2UN,"2,540.00","2,032.00","688,748.35","31,548.09"
2016,09,1000 101,08051000,"Oranges, fresh or dried",Djibouti,,,"62,020.00","62,020.00","685,645.09","31,405.94"
2016,09,1000 100,06031900,--Other cut flowers,Japan,,,"6,392.00","5,624.96","683,199.63","31,293.93"
2016,09,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,South Africa,,,"10,838.00","9,964.00","682,733.84","31,272.59"
2016,09,1000 100,42021190,---Other,United States,868,UN,668.85,660.00,"675,876.01","30,958.47"
2016,09,1000 100,42022900,--OTHER,United States,"1,344",UN,640.29,585.24,"668,522.81","30,621.66"
2016,09,1000 100,01041000,LIVE SHEEP,Djibouti,462,UN,"12,936.00","12,936.00","666,218.55","30,516.11"
2016,09,1000 100,04070090,---Other birds egg's,Somalia,,,"17,010.00","14,580.00","665,634.72","30,489.37"
2016,09,3052 505,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Japan,"2,132",2UN,"1,833.30","1,236.40","663,368.81","30,385.58"
2016,09,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",United Arab Emirates,,,"1,116.53",569.28,"660,707.69","30,263.68"
2016,09,1000 100,07032000,"Garlic, fresh or chilled",Sudan,,,"31,157.00","31,100.00","632,581.15","28,975.35"
2016,09,1000 100,09012100,"Roasted coffee, not decaffeinated",Netherlands,,,"2,854.00","2,492.50","631,205.55","28,912.34"
2016,09,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"2,199.00","2,171.00","623,151.45","28,543.42"
2016,09,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Canada,"687,200",UN,"1,337.00","1,189.00","621,053.46","28,447.32"
2016,09,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Japan,"2,404,808",UN,"4,764.00","3,369.00","613,256.46","28,090.18"
2016,09,1000 100,11043010,--Teff flour,United States,,,"25,802.80","25,700.00","598,664.92","27,421.82"
2016,09,1000 100,12079990,--OTHER,Italy,,,"19,250.00","19,200.00","597,888.44","27,386.25"
2016,09,1000 100,08045000,"Guavas, mangoes and mangosteens, fresh or dried",Djibouti,,,"158,225.00","142,120.00","591,915.18","27,112.65"
2016,09,1000 100,39159000,"-Waste, parings and scrap, of other plastics, nes",China,,,"84,400.00","82,400.00","584,976.71","26,794.83"
2016,09,1000 100,07049000,"White and red cabbages, kohlrabi, kale...etc, fresh or chilled",Djibouti,,,"180,707.00","177,612.00","578,540.95","26,500.04"
2016,09,1000 100,09024000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG",United Kingdom,,,"20,300.00","20,000.00","577,389.80","26,447.31"
2016,09,3052 506,62079900,"Men's or boys' singlets... dressing gowns, etc, of other textiles, nes",United Arab Emirates,,,"5,882.94","5,602.80","567,009.47","25,971.84"
2016,09,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Italy,"456,700",UN,"1,908.00","1,272.00","566,628.33","25,954.38"
2016,09,1000 100,19059020,---Fresh Injera,United Kingdom,,,"10,720.00","9,245.00","558,982.68","25,604.18"
2016,09,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,"1,169.06","1,080.00","552,060.67","25,287.11"
2016,09,1000 100,09103000,Turmeric (curcuma),United Arab Emirates,,,"25,050.00","25,000.00","544,510.05","24,941.26"
2016,09,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,China,"2,150,000",UN,"3,827.00","2,954.00","539,251.42","24,700.39"
2016,09,1000 100,08039000,-OTHER,Djibouti,,,"158,725.00","126,786.00","537,342.97","24,612.97"
2016,09,1071 100,06031100,--Roses,France,,,"7,056.71","6,209.90","534,288.83","24,473.07"
2016,09,3052 505,61109000,"-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",Germany,"73,210",UN,"6,413.71","5,813.45","532,929.89","24,410.83"
2016,09,1000 100,22030000,BEER MADE FROM MALT,Israel,"17,424",LTR,"35,200.00","17,600.00","524,677.61","24,032.83"
2016,09,1000 100,79039000,-Other,"Taiwan, Province of China",,,"133,774.28","133,774.28","519,883.99","23,813.26"
2016,09,1000 100,02021000,Frozen bovine carcasses and half carcasses,Qatar,,,"11,156.00","11,156.00","516,878.15","23,675.58"
2016,09,1071 100,06031100,--Roses,Italy,,,"6,771.00","5,958.48","515,088.55","23,593.61"
2016,09,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Malaysia,,,"7,070.00","7,000.00","512,475.81","23,473.93"
2016,09,3052 505,64059000,-Other,Canada,"2,543",2UN,"2,189.00","1,156.00","502,581.17","23,020.71"
2016,09,1000 100,07129090,---Other vegetables,Germany,,,"14,415.42","8,357.10","501,389.20","22,966.11"
2016,09,1000 100,07099900,--OTHER,Djibouti,,,"99,182.00","96,486.00","492,888.62","22,576.74"
2016,09,1000 100,07051100,"Cabbage lettuce, fresh or chilled",Djibouti,,,"115,824.00","110,285.50","485,139.04","22,221.77"
2016,09,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",South Africa,,,"9,313.00","8,205.00","481,225.33","22,042.50"
2016,09,1000 100,07129090,---Other vegetables,Nigeria,,,725.40,616.59,"479,722.08","21,973.65"
2016,09,1000 100,09012100,"Roasted coffee, not decaffeinated",Germany,,,"4,076.00","3,576.00","475,343.27","21,773.08"
2016,09,1000 100,61044200,"--DRESSES OF COTTON, KNITTED OR CROCHETED",Germany,459,UN,226.00,202.00,"474,778.08","21,747.19"
2016,09,1000 101,22085000,GIN AND GENEVA,Kenya,"17,500",LTR,"25,959.00","24,500.00","466,353.30","21,361.29"
2016,09,1000 100,19059020,---Fresh Injera,Kuwait,,,"13,260.00","12,222.00","464,597.44","21,280.86"
2016,09,1000 100,06031100,--Roses,Netherlands,,,"6,222.00","5,355.68","460,086.68","21,074.25"
2016,09,1000 100,09041100,Dried pepper (excl. crushed or ground),Sudan,,,"6,882.00","6,820.00","455,541.90","20,866.08"
2016,09,1000 100,07069010,--Beetroot,Djibouti,,,"136,300.00","133,551.00","445,485.99","20,405.46"
2016,09,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Japan,,,327.00,317.50,"444,948.00","20,380.82"
2016,09,1000 100,07131000,"Dried peas, shelled",Sudan,,,"80,160.00","80,000.00","444,498.00","20,360.21"
2016,09,1000 100,73084000,"EQUIPMENT FOR SCAFFOLDING,SHUTTERING,PROPPING OR PITPROPPING OF IRON/STEEL",Netherlands,,,"16,113.00","13,913.00","435,848.90","19,964.04"
2016,09,1071 100,06022000,"TREES,SHRUBS,BUSHES, GRAFTED OR NOT, OF KIND BEARING EDIBLE FRUIT OR NUTS",Somalia,"7,000",UN,"75,000.00","75,000.00","435,734.03","19,958.78"
2016,09,1000 100,85444900,"--other Electric conductors, nes, for a voltage <=80 V, not fitted with connectors",Kenya,,,"5,109.00","4,604.00","434,852.39","19,918.39"
2016,09,1000 100,22030000,BEER MADE FROM MALT,United Kingdom,"32,664",LTR,"32,600.00","16,720.00","430,740.78","19,730.06"
2016,09,1000 100,22030000,BEER MADE FROM MALT,Djibouti,"17,424",LTR,"35,200.00","17,600.00","430,390.94","19,714.04"
2016,09,1071 100,06031900,--Other cut flowers,Australia,,,"3,416.00","3,006.08","424,434.55","19,441.20"
2016,09,1071 100,04029100,"Concentrated milk and cream, unsweetened (excl. in solid form)",Somalia,"231,580",LTR,"231,580.00","231,580.00","416,901.01","19,096.13"
2016,09,1000 100,19059090,"--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES",United States,,,"5,665.00","4,278.00","415,643.99","19,038.55"
2016,09,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hungary,,,270.00,246.00,"406,958.22","18,640.70"
2016,09,1000 100,07082000,"Beans, fresh or chilled",United Kingdom,,,"11,177.00","8,617.00","404,758.67","18,539.95"
2016,09,3052 505,61023000,"-WOMAN'S OR GIRLS' COATS, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED",Italy,"1,283",UN,856.30,613.10,"403,759.80","18,494.20"
2016,09,1000 100,64039900,--Other,Italy,835,2UN,967.00,817.00,"403,626.01","18,488.07"
2016,09,1000 100,62046200,"WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF COTTON.",Germany,"11,604",UN,"1,832.00","1,209.00","402,320.47","18,428.27"
2016,09,1000 100,09041200,"Pepper, crushed or ground",United Arab Emirates,,,"8,980.00","7,338.00","401,874.70","18,407.85"
2016,09,1000 100,96020090,---Other,South Africa,"8,500,000",UN,747.00,588.00,"399,886.42","18,316.78"
2016,09,1000 100,27112900,--other,Egypt,,,200.00,190.00,"399,331.80","18,291.37"
2016,09,1071 100,07069010,--Beetroot,Somalia,,,"88,637.00","87,717.00","391,591.10","17,936.81"
2016,09,1071 100,06031900,--Other cut flowers,United Arab Emirates,,,"5,123.95","4,498.88","388,679.71","17,803.46"
2016,09,1000 101,30023000,-Vaccines for veterinary medicine,South Sudan,"248,000",LTR,"3,000.00","3,000.00","385,824.26","17,672.66"
2016,09,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Belgium,,,"24,048.00","24,000.00","384,046.27","17,591.22"
2016,09,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Viet Nam,,,707.75,670.62,"382,863.83","17,537.06"
2016,09,1000 100,22060000,"OTHER FERMENTED BEVERAGES(E.G.CIDER,PERRY..);MIXTURES FERMENTED BEVRGS NES",South Sudan,"74,400",LTR,"37,200.00","24,552.00","378,634.46","17,343.33"
2016,09,1071 100,06031100,--Roses,Germany,,,"4,877.70","4,292.37","378,194.55","17,323.18"
2016,09,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Russian Federation,,,"1,095.00","1,086.00","378,008.21","17,314.65"
2016,09,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",United States,,,"5,029.00","4,693.00","374,579.34","17,157.59"
2016,09,1000 100,23064900,--other,Somalia,,,"80,160.00","80,000.00","373,756.32","17,119.89"
2016,09,1000 100,42031000,-Articles of apparel of leather,Japan,75,UN,65.00,59.00,"369,577.84","16,928.50"
2016,09,1000 100,06031100,--Roses,Kuwait,,,"4,860.00","4,276.80","367,341.73","16,826.07"
2016,09,1000 100,07051900,"Lettuce, fresh or chilled, (excl. cabbage lettuce)",United Arab Emirates,,,"17,652.70","13,769.00","354,428.06","16,234.56"
2016,09,1000 100,09041200,"Pepper, crushed or ground",Sweden,,,"3,457.00","3,195.00","350,114.81","16,036.99"
2016,09,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Slovakia,,,"24,048.00","24,000.00","335,438.71","15,364.75"
2016,09,1000 100,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",Germany,"10,000",UN,"1,564.24","1,429.00","332,776.50","15,242.81"
2016,09,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",South Africa,,,"9,863.00","8,400.00","332,093.46","15,211.53"
2016,09,1000 100,07108000,"Vegetables, frozen, nes",United Arab Emirates,,,"18,846.00","15,063.00","328,420.59","15,043.29"
2016,09,1000 100,61109000,"-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",United States,"10,980",UN,"1,037.42",943.22,"327,630.99","15,007.12"
2016,09,3052 505,61043100,"--WOMEN'S OR GIRLS'JACKETS, OF WOOL..., KNITTED OR CROCHETED",Italy,501,UN,551.91,461.61,"322,660.76","14,779.46"
2016,09,3052 506,61059000,"-MEN'S OR BOYS' SHIRTS OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",Canada,"14,210",UN,"3,735.28","3,311.07","321,817.94","14,740.86"
2016,09,1000 100,05100010,--- OF A KIND USED IN THE PREPARATION OF PHARMACEUTICAL PRODUCTS,Japan,,,40.00,30.00,"320,362.56","14,674.19"
2016,09,1000 100,05119990,"---OTHER ANIMAL PRODUCTS ,DEAD ANIMAL OF CHAP .1",Hong Kong,,,3.30,1.43,"318,955.31","14,609.73"
2016,09,1000 100,84371000,"-MACHINES FOR CLEANING/SORTING/GRADING SEED, GRAIN OR DRIED VEGETABLES",Saudi Arabia,140,UN,"10,760.00","10,380.00","315,343.66","14,444.30"
2016,09,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Germany,,,"11,839.95","7,029.00","314,739.37","14,416.62"
2016,09,1071 100,09092100,--NEITHER CRUSHED NOR GROUND,Somalia,,,"29,295.00","28,338.00","313,757.89","14,371.67"
2016,09,1071 100,44072900,--OTHER,Sudan,400,M3,"140,000.00","140,000.00","310,902.20","14,240.86"
2016,09,1000 100,06031100,--Roses,Saudi Arabia,,,"4,088.00","3,597.44","308,972.96","14,152.49"
2016,09,3052 505,62063000,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON.",United States,"13,128",UN,"4,214.20","3,963.20","308,571.32","14,134.09"
2016,09,1000 100,08101000,"Strawberries, fresh",Nigeria,,,"5,725.00","3,775.00","307,920.13","14,104.27"
2016,09,3052 506,62059000,-of other textile materials,Sweden,"8,282",UN,"1,799.28","1,622.64","304,017.39","13,925.50"
2016,09,1000 100,07133900,"Dried beans, shelled, nes",India,,,"24,048.00","24,000.00","293,898.00","13,461.98"
2016,09,1000 100,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",France,888,2UN,"1,066.20",947.60,"288,653.47","13,221.76"
2016,09,1000 100,08055000,"LEMONS (CITRUS LIMON ,CITRUS LIMONUM)AND LIMES (CITRUS AURANTIFOLIA,CITRUS",Djibouti,,,"84,022.00","82,244.00","288,367.52","13,208.66"
2016,09,1000 100,06031100,--Roses,United Kingdom,,,"3,781.32","3,327.56","285,703.64","13,086.64"
2016,09,1000 100,07051900,"Lettuce, fresh or chilled, (excl. cabbage lettuce)",Saudi Arabia,,,"13,938.22","10,668.00","278,506.35","12,756.97"
2016,09,1000 100,07039000,"Leeks and other alliaceous vegetables, nes",Djibouti,,,"86,555.00","86,507.00","275,434.13","12,616.25"
2016,09,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Benin,"1,040",UN,290.29,275.99,"274,824.21","12,588.31"
2016,09,1071 100,06031900,--Other cut flowers,Germany,,,"5,572.29","3,143.61","273,022.37","12,505.78"
2016,09,1000 100,09083100,--NEITHER CRUSHED NOR GROUND,Yemen,,,"18,120.00","18,000.00","270,990.99","12,412.73"
2016,09,1000 100,07061000,"Carrots and turnips, fresh or chilled",Djibouti,,,"80,480.00","78,832.00","265,978.73","12,183.14"
2016,09,1000 100,62044200,--DRESSES OF COTTON,United States,297,UN,77.00,73.50,"264,259.06","12,104.37"
2016,09,1000 100,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",United States,296,2UN,171.00,163.00,"263,905.58","12,088.18"
2016,09,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,France,"194,500",UN,864.00,648.00,"259,436.36","11,883.47"
2016,09,1071 100,06031100,--Roses,Jordan,,,"3,374.00","2,969.12","254,767.82","11,669.63"
2016,09,1000 100,54023300,-- of polyesters,Portugal,,,"7,148.30","6,589.30","253,351.23","11,604.74"
2016,09,1000 100,96020090,---Other,Zimbabwe,"4,600,000",UN,514.00,384.00,"252,030.36","11,544.24"
2016,09,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Belgium,"201,200",UN,459.50,414.50,"249,882.10","11,445.84"
2016,09,1000 100,09083100,--NEITHER CRUSHED NOR GROUND,United States,,,"1,315.00","1,240.00","244,377.41","11,193.70"
2016,09,1000 100,71031000,-Unworked or simply sawn or roughly shaped,China,,,780.00,732.00,"244,029.40","11,177.76"
2016,09,1000 100,64039900,--Other,United States,603,2UN,680.00,254.00,"241,799.06","11,075.59"
2016,09,1071 100,06031900,--Other cut flowers,Kuwait,,,"3,136.00","2,759.68","236,929.81","10,852.56"
2016,09,1000 100,71101900,--Other,United States,,,0.97,0.90,"236,134.87","10,816.15"
2016,09,1071 100,06031100,--Roses,Kuwait,,,"3,114.00","2,740.32","235,457.72","10,785.13"
2016,09,1000 100,09041200,"Pepper, crushed or ground",United Kingdom,,,"2,150.00","1,676.00","234,353.41","10,734.55"
2016,09,1000 100,62052000,MEN'S OR BOYS' SHIRTS OF COTTON.,United States,358,UN,77.00,73.50,"230,998.09","10,580.86"
2016,09,1000 100,08072000,"Papaws (papayas), fresh",Djibouti,,,"75,745.00","60,490.00","228,033.26","10,445.05"
2016,09,1000 100,09041200,"Pepper, crushed or ground",Israel,,,"3,106.00","3,100.00","227,606.22","10,425.49"
2016,09,1000 100,39204300,"--PLATES,SHEETS,FILMS CONTAINING BY WEIGHT>= 6% OF PLASTICIDES OF PVC",Somalia,,,"1,807.60","1,800.00","226,605.75","10,379.67"
2016,09,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Sudan,,,"40,080.00","40,000.00","222,650.00","10,198.47"
2016,09,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",United States,,,"2,041.00","1,707.00","221,415.90","10,141.94"
2016,09,1000 100,44190010,---hand made,United States,,,"1,309.00","1,270.00","219,070.89","10,034.53"
2016,09,1000 100,06031100,--Roses,United Arab Emirates,,,"2,887.00","2,510.56","218,285.60","9,998.56"
2016,09,1000 100,69120010,"---Hand made Ceramic tableware , kitchenware",United States,,,"2,502.00","2,457.00","214,524.72","9,826.29"
2016,09,1000 100,07129090,---Other vegetables,Indonesia,,,317.10,269.53,"209,758.55","9,607.98"
2016,09,1000 100,64059000,-Other,United States,248,2UN,190.00,180.00,"207,297.57","9,495.26"
2016,09,1000 100,12024200,"--SHELLED, WHETHER OR NOT BROKEN",Djibouti,,,"9,500.00","9,311.00","207,145.52","9,488.29"
2016,09,1000 100,85079010,---CASINGS ( PARTS OF ELECTRIC  ACCUMULATORS),"Korea, Republic of","6,000",UN,"92,415.00","92,415.00","205,202.57","9,399.29"
2016,09,1000 100,42022190,---Other,United States,509,UN,144.00,129.00,"205,063.25","9,392.91"
2016,09,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",Kenya,,,"2,598.75","2,215.52","202,334.88","9,267.94"
2016,09,1000 101,22087000,Liqueurs and cordials,Kenya,"7,500",LTR,"11,125.00","10,500.00","199,865.70","9,154.84"
2016,09,1000 100,09041200,"Pepper, crushed or ground",Netherlands,,,"1,100.00","1,000.00","199,357.35","9,131.55"
2016,09,1071 100,22085000,GIN AND GENEVA,Somalia,"2,475",LTR,"2,475.00","2,475.00","192,473.22","8,816.23"
2016,09,1000 100,07119000,Other vegetables and  mixture of vegetables provisionally preserved,Saudi Arabia,,,900.00,640.00,"190,749.48","8,737.27"
2016,09,1000 100,07041000,"Cauliflowers and headed broccoli, fresh or chilled",United Kingdom,,,"2,770.00","1,529.00","190,443.37","8,723.25"
2016,09,1000 100,12019000,-OTHER,Sri Lanka,,,"21,042.00","21,000.00","189,805.79","8,694.05"
2016,09,1000 100,07129090,---Other vegetables,Canada,,,283.80,240.43,"187,081.43","8,569.26"
2016,09,1000 100,09109900,"Other spices, nes",United States,,,"1,525.00","1,272.00","185,221.71","8,484.07"
2016,09,1000 100,12101000,"Hop cones (excl. ground, powdered or pellets), fresh or dried",United States,,,"2,128.00","1,830.00","184,221.50","8,438.26"
2016,09,1000 100,07129090,---Other vegetables,Morocco,,,272.50,231.62,"180,174.37","8,252.88"
2016,09,1071 100,07032000,"Garlic, fresh or chilled",Somalia,,,"8,412.00","8,268.00","179,332.24","8,214.30"
2016,09,1000 100,34012090,---OTHER,Somalia,"1,197",LTR,"9,001.75","8,812.50","177,578.73","8,133.99"
2016,09,1000 100,61071900,"--MEN'S OR BOYS' UNDERPANTS ETC. OF OTHER TEXTILES NES, KNITTED OR CROCHETED",United States,"4,344",UN,480.46,426.91,"176,459.47","8,082.72"
2016,09,1000 100,09041200,"Pepper, crushed or ground",Norway,,,"1,430.00","1,290.00","174,976.02","8,014.77"
2016,09,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",Egypt,,,"4,361.27","1,923.62","171,389.26","7,850.48"
2016,09,3052 506,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United States,"1,704",UN,"3,024.60","2,257.80","170,420.53","7,806.10"
2016,09,1000 100,06031900,--Other cut flowers,Belgium,,,"1,588.00","1,397.44","169,722.74","7,774.14"
2016,09,1000 100,02011000,Fresh or chilled bovine carcasses and half carcasses,United Arab Emirates,,,"2,940.00","2,920.00","168,882.86","7,735.67"
2016,09,1000 100,12102000,"Hop cones, ground, powdered or in pellets; lupulin",Israel,,,"5,411.00","5,400.00","167,741.64","7,683.40"
2016,09,1000 100,07032000,"Garlic, fresh or chilled",Djibouti,,,"27,160.00","26,547.00","165,612.00","7,585.85"
2016,09,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Djibouti,,,"12,900.00","12,695.00","163,402.62","7,484.65"
2016,09,1071 100,06031900,--Other cut flowers,Canada,,,"2,097.45","1,845.75","162,551.22","7,445.65"
2016,09,1000 100,46021910,---Hand made,United States,,,859.00,820.00,"161,986.12","7,419.77"
2016,09,1000 100,06031100,--Roses,Qatar,,,"2,142.00","1,884.96","161,831.51","7,412.68"
2016,09,1000 100,08052000,"Mandarins, clementines, wilkings...etc, fresh or dried",Djibouti,,,"36,240.00","29,010.00","161,107.80","7,379.54"
2016,09,1071 101,01022910,---OX,Somalia,12,UN,"4,200.00","4,200.00","159,732.72","7,316.55"
2016,09,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Canada,"114,100",UN,315.00,273.00,"158,140.27","7,243.61"
2016,09,1000 100,33059000,-other,Australia,432,LTR,"3,625.00","2,879.00","153,907.92","7,049.75"
2016,09,1000 100,42022110,---hand made hand bags with outer surface of leather or composition leather.,Japan,63,UN,27.00,22.00,"152,564.15","6,988.19"
2016,09,3052 506,62071900,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF TEXTILE MATERIALS, NES",United Arab Emirates,"6,763",UN,"1,420.23","1,352.60","151,412.91","6,935.46"
2016,09,3052 506,61069000,"-WOMEN'S OR GIRLS' BLOUSES ETC. OF OTHER TEXTILES NES, KNITTED OR CROCHETED",Canada,"6,792",UN,"1,211.02","1,036.51","150,681.19","6,901.94"
2016,09,1000 100,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Germany,140,2UN,144.40,139.60,"150,259.10","6,882.61"
2016,09,1000 100,05119990,"---OTHER ANIMAL PRODUCTS ,DEAD ANIMAL OF CHAP .1",Germany,,,38.00,32.00,"147,309.06","6,747.48"
2016,09,1000 100,42022190,---Other,Japan,54,UN,65.00,59.00,"146,861.27","6,726.97"
2016,09,1000 100,07129090,---Other vegetables,Bangladesh,,,222.20,188.87,"146,833.87","6,725.72"
2016,09,1000 100,06031100,--Roses,Italy,,,"1,932.00","1,700.16","146,114.13","6,692.75"
2016,09,1000 100,11029000,"Other cereal flour, nes",United States,,,"2,284.00","1,773.00","143,453.10","6,570.86"
2016,09,1000 100,19059020,---Fresh Injera,Finland,,,"2,380.00","1,881.00","143,296.94","6,563.71"
2016,09,1000 100,04051000,Butter,Sudan,,,"1,200.00","1,160.00","141,540.93","6,483.28"
2016,09,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,France,,,"1,002.00","1,000.00","138,254.09","6,332.72"
2016,09,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Kenya,"184,000",UN,160.00,112.00,"137,721.32","6,308.32"
2016,09,1000 100,04090000,Natural honey,Sudan,,,"2,125.00","2,066.00","137,661.57","6,305.58"
2016,09,1000 100,09012200,"Roasted, decaffeinated coffee",South Africa,,,"1,140.00","1,026.00","136,816.48","6,266.87"
2016,09,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Slovakia,,,71.50,69.50,"135,903.34","6,225.05"
2016,09,1000 100,07039000,"Leeks and other alliaceous vegetables, nes",United Arab Emirates,,,"6,281.53","4,920.00","134,246.78","6,149.17"
2016,09,1000 100,12079990,--OTHER,Yemen,,,"2,010.00","2,000.00","133,590.00","6,119.08"
2016,09,1000 100,10082100,--SEED,Israel,,,"10,020.00","10,000.00","133,349.40","6,108.06"
2016,09,1000 100,30049090,--- OTHER,Somalia,"3,096",LTR,126.60,121.34,"131,357.06","6,016.80"
2016,09,1000 100,06031100,--Roses,"Korea, Republic of",,,"1,722.00","1,515.36","131,346.93","6,016.34"
2016,09,1000 100,39269090,--- OTHER,Somalia,,,"1,232.42","1,232.00","130,358.52","5,971.07"
2016,09,1000 100,11042200,"Other worked grains of oats, nes",United States,,,"1,856.00","1,750.00","129,515.93","5,932.47"
2016,09,1000 100,07070000,"Cucumbers and gherkins, fresh or chilled",Djibouti,,,"21,164.00","17,006.00","126,033.50","5,772.96"
2016,09,3052 506,62089900,"Women's or girls' dressing gowns, panties, etc, of other textiles, nes",United Arab Emirates,,,"1,178.52","1,122.40","125,643.97","5,755.12"
2016,09,1000 100,54078200,"Dyed woven fabrics, <85% synthetic filaments, mixed with cotton",Turkey,,,"1,000.00",773.00,"123,890.41","5,674.79"
2016,09,1071 100,03056900,--OTHER,Sudan,,,"11,020.00","11,000.00","122,236.94","5,599.06"
2016,09,1000 100,62171000,"Clothing accessories, nes",Israel,,,450.00,424.00,"121,747.33","5,576.63"
2016,09,3052 506,62114900,Women's or girls' garments of other textiles materials,United States,"19,960",UN,"3,612.90","3,412.40","121,083.63","5,546.23"
